code5,selected_fpocket_number,overlap_score,pdb_id,chain_id,instance_id,rcsb_entity_id,rcsb30_cluster_id,mapping_status
3lxeA,1,0.9373,3LXE,A,3LXE.A,3LXE_1,RCSB30_1286,mapped
3lxxA,4,0.6711,3LXX,A,3LXX.A,3LXX_1,RCSB30_15534,mapped
3lyiA,2,0.8869,3LYI,A,3LYI.A,3LYI_1,RCSB30_380,mapped
3lzzB,1,0.6601,3LZZ,B,3LZZ.B,3LZZ_1,RCSB30_12953,mapped
3m2pB,1,0.7639,3M2P,B,3M2P.B,3M2P_1,RCSB30_188117,mapped
3m2tA,1,0.4511,3M2T,A,3M2T.A,3M2T_1,RCSB30_186355,mapped
3m34A,1,0.6635,3M34,A,3M34.A,3M34_1,RCSB30_1153,mapped
3m3mA,5,0.6579,3M3M,A,3M3M.A,3M3M_1,RCSB30_21451,mapped
3m4fC,1,0.6812,3M4F,C,3M4F.C,3M4F_1,RCSB30_1179,mapped
3m4pC,1,0.884,3M4P,C,3M4P.C,3M4P_1,RCSB30_11313,mapped
3m5hE,1,0.8201,3M5H,E,3M5H.E,3M5H_1,RCSB30_256,mapped
3m5pA,1,0.5647,3M5P,A,3M5P.A,3M5P_1,RCSB30_326,mapped
3m6aA,3,0.8602,3M6A,A,3M6A.A,3M6A_1,RCSB30_1119,mapped
3m6iB,2,0.5994,3M6I,B,3M6I.B,3M6I_1,RCSB30_644,mapped
3m6sC,3,0.952,3M6S,C,3M6S.C,3M6S_1,RCSB30_290,mapped
3m6vA,1,0.6985,3M6V,A,3M6V.A,3M6V_1,RCSB30_30698,mapped
3m84A,1,0.5223,3M84,A,3M84.A,3M84_1,RCSB30_241,mapped
3m85D,2,0.7946,3M85,D,3M85.D,3M85_2,RCSB30_4954,mapped
3m8tA,1,0.6341,3M8T,A,3M8T.A,,SINGLETON_3m8tA,missing_entity
3m97A,1,0.9611,3M97,A,3M97.A,3M97_1,RCSB30_15342,mapped
3m9vA,2,0.7767,3M9V,A,3M9V.A,3M9V_1,RCSB30_27012,mapped
3ma0A,1,1.0,3MA0,A,3MA0.A,3MA0_1,RCSB30_23789,mapped
3makA,2,0.6198,3MAK,A,3MAK.A,3MAK_1,RCSB30_2104,mapped
3maqA,3,0.8878,3MAQ,A,3MAQ.A,3MAQ_1,RCSB30_15754,mapped
3mauB,2,0.7818,3MAU,B,3MAU.B,3MAU_1,RCSB30_5206,mapped
3maxA,1,0.9566,3MAX,A,3MAX.A,3MAX_1,RCSB30_1609,mapped
3mbaA,1,0.9542,3MBA,A,3MBA.A,3MBA_1,RCSB30_17449,mapped
3mbcA,2,0.4216,3MBC,A,3MBC.A,3MBC_1,RCSB30_11189,mapped
3mbhB,3,0.8594,3MBH,B,3MBH.B,3MBH_1,RCSB30_39732,mapped
3mcfA,1,0.4347,3MCF,A,3MCF.A,3MCF_1,RCSB30_12249,mapped
3meaA,1,0.6033,3MEA,A,3MEA.A,3MEA_1,RCSB30_14374,mapped
3mebA,1,0.6694,3MEB,A,3MEB.A,3MEB_1,RCSB30_578,mapped
3meqA,1,0.7789,3MEQ,A,3MEQ.A,3MEQ_1,RCSB30_711,mapped
3meyB,1,0.6713,3MEY,B,3MEY.B,3MEY_1,RCSB30_11986,mapped
3mf2B,2,0.7665,3MF2,B,3MF2.B,3MF2_1,RCSB30_11986,mapped
3mfhA,3,0.8288,3MFH,A,3MFH.A,3MFH_1,RCSB30_17114,mapped
3mgbB,1,0.8636,3MGB,B,3MGB.B,3MGB_1,RCSB30_23843,mapped
3mgcA,2,0.7006,3MGC,A,3MGC.A,3MGC_1,RCSB30_23843,mapped
3mgdB,1,0.6808,3MGD,B,3MGD.B,3MGD_1,RCSB30_214301,mapped
3mgxA,1,0.956,3MGX,A,3MGX.A,3MGX_1,RCSB30_83954,mapped
3mh1A,3,0.9484,3MH1,A,3MH1.A,3MH1_1,RCSB30_286,mapped
3mi0C,1,0.8806,3MI0,C,3MI0.C,3MI0_2,RCSB30_2066,mapped
3mi5A,2,0.9404,3MI5,A,3MI5.A,3MI5_1,RCSB30_3877,mapped
3mjeA,1,0.7508,3MJE,A,3MJE.A,3MJE_1,RCSB30_15844,mapped
3mjhA,1,0.9566,3MJH,A,3MJH.A,3MJH_1,RCSB30_2116,mapped
3mkbD,1,0.8271,3MKB,D,3MKB.D,3MKB_2,RCSB30_95,mapped
3mkjA,1,0.4371,3MKJ,A,3MKJ.A,3MKJ_1,RCSB30_965,mapped
3mksD,1,0.9333,3MKS,D,3MKS.D,3MKS_2,RCSB30_31881,mapped
3ml5A,2,0.6293,3ML5,A,3ML5.A,3ML5_1,RCSB30_1286,mapped
3mlpF,1,0.4877,3MLP,F,3MLP.F,3MLP_1,RCSB30_7852,mapped
3mm1A,1,0.7516,3MM1,A,3MM1.A,3MM1_1,RCSB30_8029,mapped
3mmgB,2,0.8364,3MMG,B,3MMG.B,3MMG_1,RCSB30_38727,mapped
3mnnG,1,0.5131,3MNN,G,3MNN.G,3MNN_3,RCSB30_55,mapped
3mosA,2,0.7946,3MOS,A,3MOS.A,3MOS_1,RCSB30_3528,mapped
3mp5B,1,0.8454,3MP5,B,3MP5.B,3MP5_1,RCSB30_7780,mapped
3mpbB,1,0.9197,3MPB,B,3MPB.B,3MPB_1,RCSB30_38649,mapped
3mq2B,1,0.9174,3MQ2,B,3MQ2.B,3MQ2_1,RCSB30_10727,mapped
3mqwC,3,0.932,3MQW,C,3MQW.C,3MQW_1,RCSB30_4096,mapped
3msdB,3,0.7788,3MSD,B,3MSD.B,3MSD_1,RCSB30_4805,mapped
3msuA,2,0.7231,3MSU,A,3MSU.A,3MSU_1,RCSB30_1864,mapped
3mupC,3,0.7257,3MUP,C,3MUP.C,3MUP_1,RCSB30_1620,mapped
3mvcA,1,0.9236,3MVC,A,3MVC.A,3MVC_1,RCSB30_79819,mapped
3mvyA,1,0.9192,3MVY,A,3MVY.A,3MVY_1,RCSB30_4961,mapped
3mw2A,2,0.4958,3MW2,A,3MW2.A,3MW2_1,RCSB30_19325,mapped
3mw3A,2,0.7875,3MW3,A,3MW3.A,3MW3_1,RCSB30_4372,mapped
3mwfA,2,0.7339,3MWF,A,3MWF.A,3MWF_1,RCSB30_35360,mapped
3mx5C,1,0.5341,3MX5,C,3MX5.C,3MX5_1,RCSB30_6976,mapped
3mx6A,1,0.6791,3MX6,A,3MX6.A,3MX6_1,RCSB30_2578,mapped
3mxgJ,2,0.7237,3MXG,J,3MXG.J,3MXG_1,RCSB30_6408,mapped
3my0J,1,0.7373,3MY0,J,3MY0.J,3MY0_1,RCSB30_4626,mapped
3myuA,1,0.6203,3MYU,A,3MYU.A,3MYU_1,RCSB30_61840,mapped
3n0sA,1,0.578,3N0S,A,3N0S.A,3N0S_1,RCSB30_19713,mapped
3n0tB,1,0.6945,3N0T,B,3N0T.B,3N0T_1,RCSB30_4836,mapped
3n10B,1,0.9433,3N10,B,3N10.B,3N10_1,RCSB30_34392,mapped
3n15A,1,0.8731,3N15,A,3N15.A,3N15_1,RCSB30_17722,mapped
3n1cC,2,0.7619,3N1C,C,3N1C.C,3N1C_1,RCSB30_14178,mapped
3n1tD,1,0.9453,3N1T,D,3N1T.D,3N1T_1,RCSB30_10977,mapped
3n23D,2,0.7617,3N23,D,3N23.D,3N23_1,RCSB30_836,mapped
3n29B,3,0.4464,3N29,B,3N29.B,3N29_1,RCSB30_16540,mapped
3n2cF,2,0.8276,3N2C,F,3N2C.F,3N2C_1,RCSB30_9397,mapped
3n2iB,1,0.791,3N2I,B,3N2I.B,3N2I_1,RCSB30_56,mapped
3n39A,2,0.9242,3N39,A,3N39.A,3N39_1,RCSB30_1749,mapped
3n39B,1,0.9709,3N39,B,3N39.B,3N39_2,RCSB30_1905,mapped
3n3tB,1,0.7042,3N3T,B,3N3T.B,3N3T_1,RCSB30_18066,mapped
3n5bA,2,0.8596,3N5B,A,3N5B.A,3N5B_1,RCSB30_1670,mapped
3n5oA,5,0.6944,3N5O,A,3N5O.A,3N5O_1,RCSB30_977,mapped
3n6mA,2,0.6447,3N6M,A,3N6M.A,3N6M_1,RCSB30_388,mapped
3n7sA,1,0.6004,3N7S,A,3N7S.A,3N7S_1,RCSB30_44007,mapped
3n7uC,1,0.943,3N7U,C,3N7U.C,3N7U_1,RCSB30_2668,mapped
3n8rA,1,0.7627,3N8R,A,3N8R.A,3N8R_1,RCSB30_199,mapped
3na5A,1,0.4701,3NA5,A,3NA5.A,3NA5_1,RCSB30_12476,mapped
3nazC,3,0.5875,3NAZ,C,3NAZ.C,3NAZ_1,RCSB30_3229,mapped
3nbcA,2,0.9503,3NBC,A,3NBC.A,3NBC_1,RCSB30_47770,mapped
3nbqD,2,0.7119,3NBQ,D,3NBQ.D,3NBQ_1,RCSB30_9391,mapped
3nc5B,1,0.8355,3NC5,B,3NC5.B,3NC5_1,RCSB30_16502,mapped
3nd1A,2,0.6596,3ND1,A,3ND1.A,3ND1_1,RCSB30_47175,mapped
3nd6F,1,0.9355,3ND6,F,3ND6.F,3ND6_1,RCSB30_137,mapped
3ndcA,1,0.9242,3NDC,A,3NDC.A,3NDC_1,RCSB30_16297,mapped
3ndyE,1,0.6418,3NDY,E,3NDY.E,3NDY_1,RCSB30_6565,mapped
3necA,3,1.0,3NEC,A,3NEC.A,3NEC_1,RCSB30_29047,mapped
3nemB,1,0.6842,3NEM,B,3NEM.B,3NEM_1,RCSB30_4654,mapped
3nevB,1,0.8772,3NEV,B,3NEV.B,3NEV_1,RCSB30_1733,mapped
3nf4A,1,0.6315,3NF4,A,3NF4.A,3NF4_1,RCSB30_2786,mapped
3nf7A,1,0.8709,3NF7,A,3NF7.A,3NF7_1,RCSB30_42,mapped
3nfeB,1,0.9334,3NFE,B,3NFE.B,3NFE_2,RCSB30_70,mapped
3nfzA,1,0.8934,3NFZ,A,3NFZ.A,3NFZ_1,RCSB30_4636,mapped
3ng0A,2,0.7511,3NG0,A,3NG0.A,3NG0_1,RCSB30_1616,mapped
3nglA,3,0.6936,3NGL,A,3NGL.A,3NGL_1,RCSB30_994,mapped
3ngoA,1,0.6764,3NGO,A,3NGO.A,3NGO_1,RCSB30_7195,mapped
3ngtG,1,0.8321,3NGT,G,3NGT.G,3NGT_1,RCSB30_454,mapped
3nh1C,1,0.9226,3NH1,C,3NH1.C,3NH1_1,RCSB30_2230,mapped
3nhbA,1,0.5089,3NHB,A,3NHB.A,3NHB_1,RCSB30_7333,mapped
3nhiA,1,0.8271,3NHI,A,3NHI.A,3NHI_1,RCSB30_11106,mapped
3nieB,1,0.8628,3NIE,B,3NIE.B,3NIE_1,RCSB30_62277,mapped
3nihA,2,0.7872,3NIH,A,3NIH.A,3NIH_1,RCSB30_14957,mapped
3nixF,1,0.8244,3NIX,F,3NIX.F,3NIX_1,RCSB30_98245,mapped
3nizA,1,0.8221,3NIZ,A,3NIZ.A,3NIZ_1,RCSB30_208,mapped
3njjA,1,0.8578,3NJJ,A,3NJJ.A,3NJJ_1,RCSB30_21548,mapped
3njqA,2,0.7697,3NJQ,A,3NJQ.A,3NJQ_1,RCSB30_14840,mapped
3njrA,1,0.4426,3NJR,A,3NJR.A,3NJR_1,RCSB30_28338,mapped
3njzA,3,0.8697,3NJZ,A,3NJZ.A,3NJZ_1,RCSB30_4738,mapped
3nk7A,1,0.7503,3NK7,A,3NK7.A,3NK7_1,RCSB30_35779,mapped
3nlcA,1,0.9164,3NLC,A,3NLC.A,3NLC_1,RCSB30_25487,mapped
3nmuH,1,0.8346,3NMU,H,3NMU.H,3NMU_4,RCSB30_1090,mapped
3nmvA,1,0.9433,3NMV,A,3NMV.A,3NMV_1,RCSB30_1835,mapped
3nmxB,3,0.562,3NMX,B,3NMX.B,3NMX_1,RCSB30_9370,mapped
3nn3D,1,0.9181,3NN3,D,3NN3.D,3NN3_1,RCSB30_13537,mapped
3nnbA,3,0.6242,3NNB,A,3NNB.A,3NNB_1,RCSB30_10726,mapped
3nneC,1,0.7976,3NNE,C,3NNE.C,3NNE_1,RCSB30_16431,mapped
3nnlA,2,0.507,3NNL,A,3NNL.A,3NNL_1,RCSB30_53233,mapped
3nntA,2,0.9357,3NNT,A,3NNT.A,3NNT_1,RCSB30_1568,mapped
3noqA,3,0.9313,3NOQ,A,3NOQ.A,3NOQ_1,RCSB30_3986,mapped
3npkB,2,0.6136,3NPK,B,3NPK.B,3NPK_1,RCSB30_26860,mapped
3nqnB,1,0.9329,3NQN,B,3NQN.B,3NQN_1,RCSB30_76008,mapped
3nqrB,1,0.649,3NQR,B,3NQR.B,3NQR_1,RCSB30_4986,mapped
3nrbD,1,0.6438,3NRB,D,3NRB.D,3NRB_1,RCSB30_4335,mapped
3nrfA,2,0.9212,3NRF,A,3NRF.A,3NRF_1,RCSB30_70580,mapped
3nrnA,1,0.5234,3NRN,A,3NRN.A,3NRN_1,RCSB30_63094,mapped
3nsnA,1,0.7282,3NSN,A,3NSN.A,3NSN_1,RCSB30_14954,mapped
3ntwA,1,0.6379,3NTW,A,3NTW.A,3NTW_1,RCSB30_7815,mapped
3nugA,1,0.8081,3NUG,A,3NUG.A,3NUG_1,RCSB30_708,mapped
3nutA,1,0.7029,3NUT,A,3NUT.A,3NUT_1,RCSB30_43036,mapped
3nwzD,2,0.9093,3NWZ,D,3NWZ.D,3NWZ_1,RCSB30_167467,mapped
3nx2A,1,0.5407,3NX2,A,3NX2.A,3NX2_1,RCSB30_10926,mapped
3nx4B,1,0.8189,3NX4,B,3NX4.B,3NX4_1,RCSB30_10763,mapped
3ny3A,1,0.473,3NY3,A,3NY3.A,3NY3_1,RCSB30_9557,mapped
3nyiB,1,0.9139,3NYI,B,3NYI.B,3NYI_1,RCSB30_173926,mapped
3nyoB,1,0.7745,3NYO,B,3NYO.B,3NYO_1,RCSB30_2655,mapped
3nysA,1,0.758,3NYS,A,3NYS.A,3NYS_1,RCSB30_1784,mapped
3nzpB,2,0.8763,3NZP,B,3NZP.B,3NZP_1,RCSB30_1776,mapped
3nztA,3,0.9335,3NZT,A,3NZT.A,3NZT_1,RCSB30_2003,mapped
3o05A,2,0.8677,3O05,A,3O05.A,3O05_1,RCSB30_601,mapped
3o0fA,1,0.5754,3O0F,A,3O0F.A,3O0F_1,RCSB30_69365,mapped
3o0hA,4,0.6574,3O0H,A,3O0H.A,3O0H_1,RCSB30_812,mapped
3o0mB,3,0.5256,3O0M,B,3O0M.B,3O0M_1,RCSB30_42273,mapped
3o14A,1,0.5072,3O14,A,3O14.A,3O14_1,RCSB30_239848,mapped
3o18A,1,0.8527,3O18,A,3O18.A,3O18_1,RCSB30_1219,mapped
3o1aA,1,0.7205,3O1A,A,3O1A.A,3O1A_1,RCSB30_305,mapped
3o26A,2,0.6185,3O26,A,3O26.A,3O26_1,RCSB30_2017,mapped
3o2qD,1,0.7813,3O2Q,D,3O2Q.D,3O2Q_2,RCSB30_4299,mapped
3o31B,1,0.6812,3O31,B,3O31.B,3O31_1,RCSB30_36583,mapped
3o35B,3,0.6955,3O35,B,3O35.B,3O35_1,RCSB30_5220,mapped
3o3nC,1,0.7491,3O3N,C,3O3N.C,3O3N_1,RCSB30_30428,mapped
3o3uA,1,0.8272,3O3U,A,3O3U.A,3O3U_1,RCSB30_74031,mapped
3o3xA,3,1.0,3O3X,A,3O3X.A,3O3X_1,RCSB30_3985,mapped
3o52E,1,0.763,3O52,E,3O52.E,3O52_1,RCSB30_5310,mapped
3o5bB,1,0.6044,3O5B,B,3O5B.B,3O5B_1,RCSB30_6432,mapped
3o5nE,2,0.4947,3O5N,E,3O5N.E,3O5N_1,RCSB30_15498,mapped
3o5sA,2,0.8901,3O5S,A,3O5S.A,3O5S_1,RCSB30_11695,mapped
3o6dA,1,0.6859,3O6D,A,3O6D.A,3O6D_1,RCSB30_678,mapped
3o72C,1,0.7487,3O72,C,3O72.C,3O72_1,RCSB30_6851,mapped
3o75B,1,0.8567,3O75,B,3O75.B,3O75_1,RCSB30_10521,mapped
3o7qA,2,0.8536,3O7Q,A,3O7Q.A,3O7Q_1,RCSB30_21326,mapped
3o7wA,1,0.6777,3O7W,A,3O7W.A,3O7W_1,RCSB30_8539,mapped
3o82B,1,0.7433,3O82,B,3O82.B,3O82_1,RCSB30_4632,mapped
3o94D,2,0.9209,3O94,D,3O94.D,3O94_1,RCSB30_16001,mapped
3o96A,1,0.5368,3O96,A,3O96.A,3O96_1,RCSB30_2335,mapped
3o9mA,1,0.6447,3O9M,A,3O9M.A,3O9M_1,RCSB30_295,mapped
3o9pA,1,0.6608,3O9P,A,3O9P.A,3O9P_1,RCSB30_1164,mapped
3oa2B,2,0.678,3OA2,B,3OA2.B,3OA2_1,RCSB30_40429,mapped
3oa8D,1,0.8865,3OA8,D,3OA8.D,3OA8_2,RCSB30_64867,mapped
3oaaD,1,0.8625,3OAA,D,3OAA.D,3OAA_2,RCSB30_384,mapped
3oaaS,1,0.714,3OAA,S,3OAA.S,3OAA_1,RCSB30_76,mapped
3oauA,3,0.8601,3OAU,A,3OAU.A,3OAU_1,RCSB30_1,mapped
3ob6A,1,0.8079,3OB6,A,3OB6.A,3OB6_1,RCSB30_7912,mapped
3ob9A,1,1.0,3OB9,A,3OB9.A,3OB9_1,RCSB30_20522,mapped
3obxA,1,0.6382,3OBX,A,3OBX.A,3OBX_1,RCSB30_3086,mapped
3obzA,1,0.7875,3OBZ,A,3OBZ.A,3OBZ_1,RCSB30_7264,mapped
3ocdC,1,0.8771,3OCD,C,3OCD.C,3OCD_1,RCSB30_36959,mapped
3ocjA,1,0.6931,3OCJ,A,3OCJ.A,3OCJ_1,RCSB30_249285,mapped
3ocmA,1,0.8583,3OCM,A,3OCM.A,3OCM_1,RCSB30_36912,mapped
3ocpB,1,0.9238,3OCP,B,3OCP.B,3OCP_1,RCSB30_7424,mapped
3ocxA,1,0.6381,3OCX,A,3OCX.A,3OCX_1,RCSB30_12876,mapped
3od2A,1,0.6997,3OD2,A,3OD2.A,3OD2_1,RCSB30_1322,mapped
3odgA,1,0.4741,3ODG,A,3ODG.A,3ODG_1,RCSB30_3767,mapped
3odmE,1,0.6327,3ODM,E,3ODM.E,3ODM_1,RCSB30_26134,mapped
3oeaA,1,0.7592,3OEA,A,3OEA.A,3OEA_1,RCSB30_36436,mapped
3oekA,1,0.5794,3OEK,A,3OEK.A,3OEK_1,RCSB30_10495,mapped
3oenA,1,0.5216,3OEN,A,3OEN.A,3OEN_1,RCSB30_10495,mapped
3oesA,1,0.9338,3OES,A,3OES.A,3OES_1,RCSB30_1427,mapped
3oetB,1,0.6616,3OET,B,3OET.B,3OET_1,RCSB30_1296,mapped
3of4C,3,0.4873,3OF4,C,3OF4.C,3OF4_1,RCSB30_127602,mapped
3ofkB,1,0.7016,3OFK,B,3OFK.B,3OFK_1,RCSB30_31322,mapped
3ofsB,1,0.9241,3OFS,B,3OFS.B,3OFS_1,RCSB30_2268,mapped
3ofuD,1,0.7814,3OFU,D,3OFU.D,3OFU_1,RCSB30_1389,mapped
3og9A,1,0.7811,3OG9,A,3OG9.A,3OG9_1,RCSB30_37124,mapped
3ogmB,1,0.8195,3OGM,B,3OGM.B,3OGM_2,RCSB30_2881,mapped
3ognB,1,0.8257,3OGN,B,3OGN.B,3OGN_1,RCSB30_21987,mapped
3oh2A,4,0.6556,3OH2,A,3OH2.A,3OH2_1,RCSB30_8210,mapped
3oi7C,1,0.8182,3OI7,C,3OI7.C,3OI7_1,RCSB30_11383,mapped
3oi8B,1,0.6325,3OI8,B,3OI8.B,3OI8_1,RCSB30_4986,mapped
3oijB,1,0.95,3OIJ,B,3OIJ.B,3OIJ_1,RCSB30_2407,mapped
3oisA,3,1.0,3OIS,A,3OIS.A,3OIS_1,RCSB30_150508,mapped
3oixC,1,0.8516,3OIX,C,3OIX.C,3OIX_1,RCSB30_1540,mapped
3ojlB,2,0.6971,3OJL,B,3OJL.B,3OJL_1,RCSB30_9194,mapped
3okaB,1,0.6979,3OKA,B,3OKA.B,3OKA_1,RCSB30_23275,mapped
3okfB,1,0.8416,3OKF,B,3OKF.B,3OKF_1,RCSB30_320,mapped
3okxB,1,0.8769,3OKX,B,3OKX.B,3OKX_1,RCSB30_21393,mapped
3ol8A,2,0.6477,3OL8,A,3OL8.A,3OL8_1,RCSB30_388,mapped
3olrD,2,0.7397,3OLR,D,3OLR.D,3OLR_1,RCSB30_11066,mapped
3omfA,2,0.7805,3OMF,A,3OMF.A,3OMF_1,RCSB30_2022,mapped
3omgA,1,0.7933,3OMG,A,3OMG.A,3OMG_1,RCSB30_6556,mapped
3oo6A,1,0.6152,3OO6,A,3OO6.A,3OO6_1,RCSB30_41570,mapped
3ooiA,3,0.7849,3OOI,A,3OOI.A,3OOI_1,RCSB30_15179,mapped
3optA,1,0.5962,3OPT,A,3OPT.A,3OPT_1,RCSB30_50298,mapped
3opxA,1,0.5786,3OPX,A,3OPX.A,3OPX_1,RCSB30_25011,mapped
3oqjA,1,0.7895,3OQJ,A,3OQJ.A,3OQJ_1,RCSB30_15647,mapped
3orfC,1,0.6733,3ORF,C,3ORF.C,3ORF_1,RCSB30_6331,mapped
3oriB,1,0.945,3ORI,B,3ORI.B,3ORI_1,RCSB30_4511,mapped
3osqA,1,0.72,3OSQ,A,3OSQ.A,3OSQ_1,RCSB30_12404,mapped
3osrA,2,0.8304,3OSR,A,3OSR.A,3OSR_1,RCSB30_1607,mapped
3otgA,1,0.5669,3OTG,A,3OTG.A,3OTG_1,RCSB30_101769,mapped
3otpD,2,0.7055,3OTP,D,3OTP.D,3OTP_1,RCSB30_2725,mapped
3otwF,1,0.7797,3OTW,F,3OTW.F,3OTW_1,RCSB30_137,mapped
3ou6A,1,0.905,3OU6,A,3OU6.A,3OU6_1,RCSB30_70701,mapped
3outC,1,0.945,3OUT,C,3OUT.C,3OUT_1,RCSB30_801,mapped
3ouuA,3,0.804,3OUU,A,3OUU.A,3OUU_1,RCSB30_9046,mapped
3ov2C,1,0.4367,3OV2,C,3OV2.C,3OV2_1,RCSB30_323,mapped
3owcB,1,0.6267,3OWC,B,3OWC.B,3OWC_1,RCSB30_43366,mapped
3ox4C,1,0.9147,3OX4,C,3OX4.C,3OX4_1,RCSB30_2887,mapped
3oxoG,1,0.6919,3OXO,G,3OXO.G,3OXO_1,RCSB30_2015,mapped
3oy7A,1,0.8653,3OY7,A,3OY7.A,3OY7_1,RCSB30_78588,mapped
3oyzA,2,0.8368,3OYZ,A,3OYZ.A,3OYZ_1,RCSB30_35651,mapped
3ozbE,2,0.964,3OZB,E,3OZB.E,3OZB_1,RCSB30_1321,mapped
3ozmF,1,0.7765,3OZM,F,3OZM.F,3OZM_1,RCSB30_7395,mapped
3p0fA,3,0.8206,3P0F,A,3P0F.A,3P0F_1,RCSB30_9391,mapped
3p0jA,3,0.7049,3P0J,A,3P0J.A,3P0J_1,RCSB30_2010,mapped
3p0wC,2,0.7919,3P0W,C,3P0W.C,3P0W_1,RCSB30_5202,mapped
3p0xA,1,1.0,3P0X,A,3P0X.A,3P0X_1,RCSB30_2490,mapped
3p13A,2,0.945,3P13,A,3P13.A,3P13_1,RCSB30_925,mapped
3p19C,1,0.9483,3P19,C,3P19.C,3P19_1,RCSB30_22408,mapped
3p2kB,1,0.9565,3P2K,B,3P2K.B,3P2K_1,RCSB30_10727,mapped
3p2oB,6,0.5524,3P2O,B,3P2O.B,3P2O_1,RCSB30_264,mapped
3p37C,5,0.6065,3P37,C,3P37.C,3P37_1,RCSB30_3310,mapped
3p3xB,2,0.9223,3P3X,B,3P3X.B,3P3X_1,RCSB30_29511,mapped
3p40A,1,0.4776,3P40,A,3P40.A,3P40_1,RCSB30_7046,mapped
3p4pE,1,0.7084,3P4P,E,3P4P.E,3P4P_1,RCSB30_999,mapped
3p4uD,2,0.7808,3P4U,D,3P4U.D,3P4U_2,RCSB30_2842,mapped
3p5nA,1,0.909,3P5N,A,3P5N.A,3P5N_1,RCSB30_37776,mapped
3p6yA,2,0.5364,3P6Y,A,3P6Y.A,3P6Y_1,RCSB30_4863,mapped
3p72A,2,0.4704,3P72,A,3P72.A,3P72_1,RCSB30_10290,mapped
3p73A,1,0.6443,3P73,A,3P73.A,3P73_1,RCSB30_3462,mapped
3p7nB,1,0.8382,3P7N,B,3P7N.B,3P7N_1,RCSB30_11575,mapped
3p87G,2,0.7425,3P87,G,3P87.G,3P87_1,RCSB30_1162,mapped
3p8eA,2,0.8831,3P8E,A,3P8E.A,3P8E_1,RCSB30_6129,mapped
3p8hA,3,0.9413,3P8H,A,3P8H.A,3P8H_1,RCSB30_5410,mapped
3p8xA,1,0.9167,3P8X,A,3P8X.A,3P8X_1,RCSB30_749,mapped
3p8yA,3,1.0,3P8Y,A,3P8Y.A,3P8Y_1,RCSB30_26898,mapped
3paeB,1,0.7849,3PAE,B,3PAE.B,3PAE_1,RCSB30_1230,mapped
3paoB,2,0.9718,3PAO,B,3PAO.B,3PAO_1,RCSB30_2485,mapped
3pbkA,1,0.5757,3PBK,A,3PBK.A,3PBK_1,RCSB30_3465,mapped
3pcnF,2,0.7793,3PCN,F,3PCN.F,3PCN_2,RCSB30_3606,mapped
3pcsB,9,0.5412,3PCS,B,3PCS.B,3PCS_1,RCSB30_29442,mapped
3pduA,1,0.6928,3PDU,A,3PDU.A,3PDU_1,RCSB30_5492,mapped
3pefC,1,0.7759,3PEF,C,3PEF.C,3PEF_1,RCSB30_5492,mapped
3peyA,1,0.8199,3PEY,A,3PEY.A,3PEY_1,RCSB30_2905,mapped
3pf7B,2,0.9672,3PF7,B,3PF7.B,3PF7_1,RCSB30_40317,mapped
3pfiA,2,0.6889,3PFI,A,3PFI.A,3PFI_1,RCSB30_143,mapped
3pfqA,2,0.8017,3PFQ,A,3PFQ.A,3PFQ_1,RCSB30_6101,mapped
3pfrC,1,0.5934,3PFR,C,3PFR.C,3PFR_1,RCSB30_5202,mapped
3pfwB,1,0.6094,3PFW,B,3PFW.B,3PFW_1,RCSB30_1217,mapped
3pg6C,1,0.6804,3PG6,C,3PG6.C,3PG6_1,RCSB30_43398,mapped
3pgxC,1,0.7199,3PGX,C,3PGX.C,3PGX_1,RCSB30_11500,mapped
3phcD,1,0.8918,3PHC,D,3PHC.D,3PHC_1,RCSB30_12025,mapped
3phdB,1,0.9108,3PHD,B,3PHD.B,3PHD_1,RCSB30_1809,mapped
3pi2B,1,0.9765,3PI2,B,3PI2.B,3PI2_1,RCSB30_2321,mapped
3pijB,2,0.8014,3PIJ,B,3PIJ.B,3PIJ_1,RCSB30_4258,mapped
3pjtA,1,0.8704,3PJT,A,3PJT.A,3PJT_1,RCSB30_24166,mapped
3pkdA,1,0.8629,3PKD,A,3PKD.A,3PKD_1,RCSB30_6102,mapped
3pkoA,2,0.6492,3PKO,A,3PKO.A,3PKO_1,RCSB30_58394,mapped
3pkpB,1,0.7321,3PKP,B,3PKP.B,3PKP_1,RCSB30_2374,mapped
3pkxA,2,0.9614,3PKX,A,3PKX.A,3PKX_1,RCSB30_38619,mapped
3pkyA,2,0.8878,3PKY,A,3PKY.A,3PKY_1,RCSB30_10864,mapped
3pl2B,1,0.6118,3PL2,B,3PL2.B,3PL2_1,RCSB30_5971,mapped
3pl5A,1,0.6202,3PL5,A,3PL5.A,3PL5_1,RCSB30_2818,mapped
3plnA,1,0.5611,3PLN,A,3PLN.A,3PLN_1,RCSB30_7864,mapped
3plsA,1,0.7862,3PLS,A,3PLS.A,3PLS_1,RCSB30_1193,mapped
3pmdA,3,0.7769,3PMD,A,3PMD.A,3PMD_1,RCSB30_62003,mapped
3pmiD,1,0.8743,3PMI,D,3PMI.D,3PMI_1,RCSB30_17444,mapped
3pnaA,2,0.7054,3PNA,A,3PNA.A,3PNA_1,RCSB30_3436,mapped
